objectid,display_template,parentid,sequence,filename,object_location,image_alt_text,image_small,image_thumb,object_transcript,title,ark,avian_id,uid,archival_call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,creator,creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,contributor,contributor_uri,description,disclaimer,language,chronological_subject,name_subject,name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,relation,relation_uri,digital_origin
iowaornithassoc_108,multiple,iowaornithassoc,0,,,,,,,Record book of the Iowa Ornithologists' Association,https://n2t.net/ark:/87292/w9736m679,10385,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,"Record Book, 1895-1897",1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,Iowa Ornithological Association,,,,,,"Bartsch, Paul, 1871-1960;Merriam, C. Hart (Clinton Hart), 1855-1942;Currier, Edmonde S.;Giddings, Harold Joseph;Henning, Carl Fritz;Hoover, George C.;Rich, Guy C.;Savage, David L.;Bailey, Bert Heald;Heaton, Hiram;Irons, Ernest E. (Ernest Edward), 1877-;Law, John Eugene, 1877-1931;Goss, R. D.",http://id.loc.gov/authorities/names/n88013379;http://id.loc.gov/authorities/names/n80024499;;;;;;;;;http://id.loc.gov/authorities/names/no99076166;http://id.loc.gov/authorities/names/n92048088;,"Record book for the Iowa Ornithological Association. The book covers the period from the group's founding as the Iowa Ornithologist's Association on June 15, 1894 to January 16, 1898. The record book includes meeting minutes, copies of the organization's constitution, financial reports, officer and membership lists, and letters regarding the Iowa Ornithological Association.",,eng,,"Brown, J.H.;Keyes, Charles R. (Charles Reuben), 1871-1951",;http://id.loc.gov/authorities/names/n88218780,"Ornithology--Societies, etc;Meetings;Societies--History, organization, etc.",http://id.worldcat.org/fast/1048364;http://id.worldcat.org/fast/1015496;http://id.worldcat.org/fast/1123789,Iowa City;Iowa;Mount Vernon;Salem;Manchester,http://sws.geonames.org/4862034;http://sws.geonames.org/4862182;http://sws.geonames.org/4868251;http://sws.geonames.org/4875384;http://sws.geonames.org/4865996,41.66113;42.00027;41.92195;40.85281;42.48415,-91.53017;-93.50049;-91.41684;-91.62016;-91.45543,WGS 84,108 pages,,,administrative records;clippings (information artifacts);correspondence,http://vocab.getty.edu/aat/300027425;http://vocab.getty.edu/aat/300026867;http://vocab.getty.edu/aat/300026877,Text,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,1894-06-15/1898-01-16,2019-01-15,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_22,image,iowaornithassoc_108,23,ms0581b001f001i0023.jpg,,,,,,Page 23,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_23,image,iowaornithassoc_108,24,ms0581b001f001i0024.jpg,,,,,,Page 24,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_24,image,iowaornithassoc_108,25,ms0581b001f001i0025.jpg,,,,,,Page 25,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_25,image,iowaornithassoc_108,26,ms0581b001f001i0026.jpg,,,,,,Page 26,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_26,image,iowaornithassoc_108,27,ms0581b001f001i0027.jpg,,,,,,Page 27,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_27,image,iowaornithassoc_108,28,ms0581b001f001i0028.jpg,,,,,,Page 28,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_28,image,iowaornithassoc_108,29,ms0581b001f001i0029.jpg,,,,,,Page 29,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_29,image,iowaornithassoc_108,30,ms0581b001f001i0030.jpg,,,,,,Page 30,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_30,image,iowaornithassoc_108,31,ms0581b001f001i0031.jpg,,,,,,Page 31,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_31,image,iowaornithassoc_108,32,ms0581b001f001i0032.jpg,,,,,,Page 32,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_32,image,iowaornithassoc_108,33,ms0581b001f001i0033.jpg,,,,,,Page 33,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_33,image,iowaornithassoc_108,34,ms0581b001f001i0034.jpg,,,,,,Page 34,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_34,image,iowaornithassoc_108,35,ms0581b001f001i0035.jpg,,,,,,Page 35,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_35,image,iowaornithassoc_108,36,ms0581b001f001i0036.jpg,,,,,,Page 36,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_36,image,iowaornithassoc_108,37,ms0581b001f001i0037.jpg,,,,,,Page 37,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_37,image,iowaornithassoc_108,38,ms0581b001f001i0038.jpg,,,,,,Page 38,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_38,image,iowaornithassoc_108,39,ms0581b001f001i0039.jpg,,,,,,Page 39,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_39,image,iowaornithassoc_108,40,ms0581b001f001i0040.jpg,,,,,,Page 40,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_40,image,iowaornithassoc_108,41,ms0581b001f001i0041.jpg,,,,,,Page 41,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_41,image,iowaornithassoc_108,42,ms0581b001f001i0042.jpg,,,,,,Page 42,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_42,image,iowaornithassoc_108,43,ms0581b001f001i0043.jpg,,,,,,Page 43,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_43,image,iowaornithassoc_108,44,ms0581b001f001i0044.jpg,,,,,,Page 44,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_44,image,iowaornithassoc_108,45,ms0581b001f001i0045.jpg,,,,,,Page 45,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_45,image,iowaornithassoc_108,46,ms0581b001f001i0046.jpg,,,,,,Page 46,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_46,image,iowaornithassoc_108,47,ms0581b001f001i0047.jpg,,,,,,Page 47,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_47,image,iowaornithassoc_108,48,ms0581b001f001i0048.jpg,,,,,,Page 48,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
